supplier,brand,lens,code,category,index,material,form,type,blank_mm,sph_min,sph_max,cyl_max,combined_max,range_basis,add_min,add_max,add_range,price,price_promo,price_basis,coating,min_fh_mm,notes
ZEISS,ZEISS,ClearMind Progressive Superb 1.59,,Progressive,1.59,PhotoFusionX,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,170.58,113.72,L25,DuraVision Plus Chrome UV,13,ZEISS book p15; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; range confirmed by ZEISS product guide; book $181.95 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.59,,Progressive,1.59,PhotoFusionX,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,145.03,96.69,L25,DSHC hard coat,13,ZEISS book p15; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; range confirmed by ZEISS product guide; book $154.70 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.59,,Progressive,1.59,Polarised,Freeform,grind,,-10.00,+6.00,-4.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,174.47,116.31,L25,DuraVision Plus Gold UV,13,ZEISS book p15; Polarised Grey/ Brown; range confirmed by ZEISS product guide; book $186.10 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.59,,Progressive,1.59,Polarised,Freeform,grind,,-10.00,+6.00,-4.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,173.91,115.94,L25,DuraVision Plus Platinum UV,13,ZEISS book p15; Polarised Grey/ Brown; range confirmed by ZEISS product guide; book $185.50 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.59,,Progressive,1.59,Polarised,Freeform,grind,,-10.00,+6.00,-4.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,171.52,114.34,L25,DuraVision Plus Chrome UV,13,ZEISS book p15; Polarised Grey/ Brown; range confirmed by ZEISS product guide; book $182.95 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.59,,Progressive,1.59,Polarised,Freeform,grind,,-10.00,+6.00,-4.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,172.92,115.28,L25,DuraVision Plus Sun UV,13,ZEISS book p15; Polarised Grey/ Brown; range confirmed by ZEISS product guide; book $184.45 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.59,,Progressive,1.59,Polarised,Freeform,grind,,-10.00,+6.00,-4.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,145.97,97.31,L25,DSHC hard coat,13,ZEISS book p15; Polarised Grey/ Brown; range confirmed by ZEISS product guide; book $155.70 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,Clear,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,142.69,95.12,L25,DuraVision Plus Gold UV,13,"ZEISS book p15; Clear; RANGE DIFFERS — product guide prints -10.00 to +6.00, cyl -6.00, max combined -10.00 — confirm in VISUSTORE; book $152.20 L20"
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,Clear,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,142.12,94.75,L25,DuraVision Plus Platinum UV,13,"ZEISS book p15; Clear; RANGE DIFFERS — product guide prints -10.00 to +6.00, cyl -6.00, max combined -10.00 — confirm in VISUSTORE; book $151.60 L20"
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,Clear,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,139.73,93.16,L25,DuraVision Plus Chrome UV,13,"ZEISS book p15; Clear; RANGE DIFFERS — product guide prints -10.00 to +6.00, cyl -6.00, max combined -10.00 — confirm in VISUSTORE; book $149.05 L20"
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,Clear,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,114.19,76.12,L25,DSHC hard coat,13,"ZEISS book p15; Clear; RANGE DIFFERS — product guide prints -10.00 to +6.00, cyl -6.00, max combined -10.00 — confirm in VISUSTORE; book $121.80 L20"
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,Clear BluePro,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,144.89,96.59,L25,DuraVision Plus Gold UV,13,"ZEISS book p15; Clear BluePro; RANGE DIFFERS — product guide prints -10.00 to +6.00, cyl -6.00, max combined -10.00 — confirm in VISUSTORE; book $154.55 L20"
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,Clear BluePro,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,144.33,96.22,L25,DuraVision Plus Platinum UV,13,"ZEISS book p15; Clear BluePro; RANGE DIFFERS — product guide prints -10.00 to +6.00, cyl -6.00, max combined -10.00 — confirm in VISUSTORE; book $153.95 L20"
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,Clear BluePro,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,141.94,94.62,L25,DuraVision Plus Chrome UV,13,"ZEISS book p15; Clear BluePro; RANGE DIFFERS — product guide prints -10.00 to +6.00, cyl -6.00, max combined -10.00 — confirm in VISUSTORE; book $151.40 L20"
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,PhotoFusionX,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,173.53,115.69,L25,DuraVision Plus Gold UV,13,ZEISS book p15; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; range confirmed by ZEISS product guide; book $185.10 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,PhotoFusionX,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,172.97,115.31,L25,DuraVision Plus Platinum UV,13,ZEISS book p15; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; range confirmed by ZEISS product guide; book $184.50 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,PhotoFusionX,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,170.58,113.72,L25,DuraVision Plus Chrome UV,13,ZEISS book p15; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; range confirmed by ZEISS product guide; book $181.95 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,PhotoFusionX,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,145.03,96.69,L25,DSHC hard coat,13,ZEISS book p15; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; range confirmed by ZEISS product guide; book $154.70 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,174.47,116.31,L25,DuraVision Plus Gold UV,13,ZEISS book p15; Polarised Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $186.10 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,173.91,115.94,L25,DuraVision Plus Platinum UV,13,ZEISS book p15; Polarised Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $185.50 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,171.52,114.34,L25,DuraVision Plus Chrome UV,13,ZEISS book p15; Polarised Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $182.95 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,172.92,115.28,L25,DuraVision Plus Sun UV,13,ZEISS book p15; Polarised Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $184.45 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,145.97,97.31,L25,DSHC hard coat,13,ZEISS book p15; Polarised Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $155.70 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,AdaptiveSun PhotoFusion,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,199.97,133.31,L25,DuraVision Plus Gold UV,13,ZEISS book p15; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; range confirmed by ZEISS product guide; book $213.30 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,AdaptiveSun PhotoFusion,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,199.41,132.94,L25,DuraVision Plus Platinum UV,13,ZEISS book p15; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; range confirmed by ZEISS product guide; book $212.70 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,AdaptiveSun PhotoFusion,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,197.02,131.34,L25,DuraVision Plus Chrome UV,13,ZEISS book p15; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; range confirmed by ZEISS product guide; book $210.15 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,AdaptiveSun PhotoFusion,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,171.47,114.31,L25,DSHC hard coat,13,ZEISS book p15; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; range confirmed by ZEISS product guide; book $182.90 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,AdaptiveSun Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,202.59,135.06,L25,DuraVision Plus Gold UV,13,ZEISS book p15; AdaptiveSun Polarised Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $216.10 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,AdaptiveSun Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,202.03,134.69,L25,DuraVision Plus Platinum UV,13,ZEISS book p15; AdaptiveSun Polarised Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $215.50 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,AdaptiveSun Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,199.64,133.09,L25,DuraVision Plus Chrome UV,13,ZEISS book p15; AdaptiveSun Polarised Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $212.95 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,AdaptiveSun Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,201.05,134.03,L25,DuraVision Plus Sun UV,13,ZEISS book p15; AdaptiveSun Polarised Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $214.45 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.60,,Progressive,1.60,AdaptiveSun Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,174.09,116.06,L25,DSHC hard coat,13,ZEISS book p15; AdaptiveSun Polarised Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $185.70 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.67,,Progressive,1.67,Clear,Freeform,grind,,-17.00,+8.00,-6.00,17.00,sphere,0.75,3.50,Add 0.75 to 3.50,164.72,109.81,L25,DuraVision Plus Gold UV,13,"ZEISS book p15; Clear; RANGE DIFFERS — product guide prints -12.00 to +8.00, cyl -6.00, max combined -12.00 — confirm in VISUSTORE; book $175.70 L20"
ZEISS,ZEISS,ClearMind Progressive Superb 1.67,,Progressive,1.67,Clear,Freeform,grind,,-17.00,+8.00,-6.00,17.00,sphere,0.75,3.50,Add 0.75 to 3.50,164.16,109.44,L25,DuraVision Plus Platinum UV,13,"ZEISS book p15; Clear; RANGE DIFFERS — product guide prints -12.00 to +8.00, cyl -6.00, max combined -12.00 — confirm in VISUSTORE; book $175.10 L20"
ZEISS,ZEISS,ClearMind Progressive Superb 1.67,,Progressive,1.67,Clear,Freeform,grind,,-17.00,+8.00,-6.00,17.00,sphere,0.75,3.50,Add 0.75 to 3.50,161.77,107.84,L25,DuraVision Plus Chrome UV,13,"ZEISS book p15; Clear; RANGE DIFFERS — product guide prints -12.00 to +8.00, cyl -6.00, max combined -12.00 — confirm in VISUSTORE; book $172.55 L20"
ZEISS,ZEISS,ClearMind Progressive Superb 1.67,,Progressive,1.67,Clear BluePro,Freeform,grind,,-17.00,+8.00,-6.00,17.00,sphere,0.75,3.50,Add 0.75 to 3.50,166.97,111.31,L25,DuraVision Plus Gold UV,13,"ZEISS book p15; Clear BluePro; RANGE DIFFERS — product guide prints -12.00 to +8.00, cyl -6.00, max combined -12.00 — confirm in VISUSTORE; book $178.10 L20"
ZEISS,ZEISS,ClearMind Progressive Superb 1.67,,Progressive,1.67,Clear BluePro,Freeform,grind,,-17.00,+8.00,-6.00,17.00,sphere,0.75,3.50,Add 0.75 to 3.50,166.41,110.94,L25,DuraVision Plus Platinum UV,13,"ZEISS book p15; Clear BluePro; RANGE DIFFERS — product guide prints -12.00 to +8.00, cyl -6.00, max combined -12.00 — confirm in VISUSTORE; book $177.50 L20"
ZEISS,ZEISS,ClearMind Progressive Superb 1.67,,Progressive,1.67,Clear BluePro,Freeform,grind,,-17.00,+8.00,-6.00,17.00,sphere,0.75,3.50,Add 0.75 to 3.50,164.02,109.34,L25,DuraVision Plus Chrome UV,13,"ZEISS book p15; Clear BluePro; RANGE DIFFERS — product guide prints -12.00 to +8.00, cyl -6.00, max combined -12.00 — confirm in VISUSTORE; book $174.95 L20"
ZEISS,ZEISS,ClearMind Progressive Superb 1.67,,Progressive,1.67,PhotoFusionX,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,195.56,130.38,L25,DuraVision Plus Gold UV,13,ZEISS book p15; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; range confirmed by ZEISS product guide; book $208.60 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.67,,Progressive,1.67,PhotoFusionX,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,195.00,130.00,L25,DuraVision Plus Platinum UV,13,ZEISS book p15; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; range confirmed by ZEISS product guide; book $208.00 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.67,,Progressive,1.67,PhotoFusionX,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,192.61,128.41,L25,DuraVision Plus Chrome UV,13,ZEISS book p15; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; range confirmed by ZEISS product guide; book $205.45 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.67,,Progressive,1.67,Polarised,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,196.45,130.97,L25,DuraVision Plus Gold UV,13,ZEISS book p15; Polarised Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $209.55 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.67,,Progressive,1.67,Polarised,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,195.89,130.59,L25,DuraVision Plus Platinum UV,13,ZEISS book p15; Polarised Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $208.95 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.67,,Progressive,1.67,Polarised,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,193.50,129.00,L25,DuraVision Plus Chrome UV,13,ZEISS book p15; Polarised Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $206.40 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.67,,Progressive,1.67,Polarised,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,194.91,129.94,L25,DuraVision Plus Sun UV,13,ZEISS book p15; Polarised Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $207.90 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.67,,Progressive,1.67,AdaptiveSun PhotoFusion,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,222.05,148.03,L25,DuraVision Plus Gold UV,13,ZEISS book p15; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $236.85 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.67,,Progressive,1.67,AdaptiveSun PhotoFusion,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,221.48,147.66,L25,DuraVision Plus Platinum UV,13,ZEISS book p15; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $236.25 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.67,,Progressive,1.67,AdaptiveSun PhotoFusion,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,219.09,146.06,L25,DuraVision Plus Chrome UV,13,ZEISS book p15; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $233.70 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.74,,Progressive,1.74,Clear,Freeform,grind,,-20.00,+16.00,-6.00,20.00,sphere,0.75,3.50,Add 0.75 to 3.50,186.80,124.53,L25,DuraVision Plus Gold UV,13,ZEISS book p15; Clear; range confirmed by ZEISS product guide; book $199.25 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.74,,Progressive,1.74,Clear,Freeform,grind,,-20.00,+16.00,-6.00,20.00,sphere,0.75,3.50,Add 0.75 to 3.50,186.23,124.16,L25,DuraVision Plus Platinum UV,13,ZEISS book p15; Clear; range confirmed by ZEISS product guide; book $198.65 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.74,,Progressive,1.74,Clear,Freeform,grind,,-20.00,+16.00,-6.00,20.00,sphere,0.75,3.50,Add 0.75 to 3.50,183.84,122.56,L25,DuraVision Plus Chrome UV,13,ZEISS book p15; Clear; range confirmed by ZEISS product guide; book $196.10 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.74,,Progressive,1.74,Clear BluePro,Freeform,grind,,-20.00,+16.00,-6.00,20.00,sphere,0.75,3.50,Add 0.75 to 3.50,188.95,125.97,L25,DuraVision Plus Gold UV,13,ZEISS book p15; Clear BluePro; range confirmed by ZEISS product guide; book $201.55 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.74,,Progressive,1.74,Clear BluePro,Freeform,grind,,-20.00,+16.00,-6.00,20.00,sphere,0.75,3.50,Add 0.75 to 3.50,188.39,125.59,L25,DuraVision Plus Platinum UV,13,ZEISS book p15; Clear BluePro; range confirmed by ZEISS product guide; book $200.95 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.74,,Progressive,1.74,Clear BluePro,Freeform,grind,,-20.00,+16.00,-6.00,20.00,sphere,0.75,3.50,Add 0.75 to 3.50,186.00,124.00,L25,DuraVision Plus Chrome UV,13,ZEISS book p15; Clear BluePro; range confirmed by ZEISS product guide; book $198.40 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.74,,Progressive,1.74,PhotoFusionX,Freeform,grind,,-14.00,+9.00,-6.00,14.00,sphere,0.75,3.50,Add 0.75 to 3.50,216.84,144.56,L25,DuraVision Plus Gold UV,13,ZEISS book p15; PhotoFusionX Grey/Brown/Extra Grey/Black; book $231.30 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.74,,Progressive,1.74,PhotoFusionX,Freeform,grind,,-14.00,+9.00,-6.00,14.00,sphere,0.75,3.50,Add 0.75 to 3.50,216.28,144.19,L25,DuraVision Plus Platinum UV,13,ZEISS book p15; PhotoFusionX Grey/Brown/Extra Grey/Black; book $230.70 L20
ZEISS,ZEISS,ClearMind Progressive Superb 1.74,,Progressive,1.74,PhotoFusionX,Freeform,grind,,-14.00,+9.00,-6.00,14.00,sphere,0.75,3.50,Add 0.75 to 3.50,213.89,142.59,L25,DuraVision Plus Chrome UV,13,ZEISS book p15; PhotoFusionX Grey/Brown/Extra Grey/Black; book $228.15 L20
ZEISS,ZEISS,ClearMind Progressive Plus 1.50,,Progressive,1.50,Clear,Freeform,grind,,-7.00,+6.00,-6.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,108.84,72.56,L25,DuraVision Plus Gold UV,13,ZEISS book p16; Clear; book $116.10 L20
ZEISS,ZEISS,ClearMind Progressive Plus 1.50,,Progressive,1.50,Clear,Freeform,grind,,-7.00,+6.00,-6.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,108.28,72.19,L25,DuraVision Plus Platinum UV,13,ZEISS book p16; Clear; book $115.50 L20
ZEISS,ZEISS,ClearMind Progressive Plus 1.50,,Progressive,1.50,Clear,Freeform,grind,,-7.00,+6.00,-6.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,105.89,70.59,L25,DuraVision Plus Chrome UV,13,ZEISS book p16; Clear; book $112.95 L20
ZEISS,ZEISS,ClearMind Progressive Plus 1.50,,Progressive,1.50,Clear,Freeform,grind,,-7.00,+6.00,-6.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,80.34,53.56,L25,DSHC hard coat,13,ZEISS book p16; Clear; book $85.70 L20
ZEISS,ZEISS,ClearMind Progressive Plus 1.50,,Progressive,1.50,Clear BluePro,Freeform,grind,,-7.00,+6.00,-6.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,111.09,74.06,L25,DuraVision Plus Gold UV,13,ZEISS book p16; Clear BluePro; book $118.50 L20
ZEISS,ZEISS,ClearMind Progressive Plus 1.50,,Progressive,1.50,Clear BluePro,Freeform,grind,,-7.00,+6.00,-6.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,110.53,73.69,L25,DuraVision Plus Platinum UV,13,ZEISS book p16; Clear BluePro; book $117.90 L20
ZEISS,ZEISS,ClearMind Progressive Plus 1.50,,Progressive,1.50,Clear BluePro,Freeform,grind,,-7.00,+6.00,-6.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,108.14,72.09,L25,DuraVision Plus Chrome UV,13,ZEISS book p16; Clear BluePro; book $115.35 L20
ZEISS,ZEISS,ClearMind Progressive Plus 1.50,,Progressive,1.50,PhotoFusionX,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,139.73,93.16,L25,DuraVision Plus Gold UV,13,ZEISS book p16; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $149.05 L20
ZEISS,ZEISS,ClearMind Progressive Plus 1.50,,Progressive,1.50,PhotoFusionX,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,139.17,92.78,L25,DuraVision Plus Platinum UV,13,ZEISS book p16; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $148.45 L20
ZEISS,ZEISS,ClearMind Progressive Plus 1.50,,Progressive,1.50,PhotoFusionX,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,136.78,91.19,L25,DuraVision Plus Chrome UV,13,ZEISS book p16; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $145.90 L20
ZEISS,ZEISS,ClearMind Progressive Plus 1.50,,Progressive,1.50,PhotoFusionX,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,111.23,74.16,L25,DSHC hard coat,13,ZEISS book p16; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $118.65 L20
ZEISS,ZEISS,ClearMind Progressive Plus 1.50,,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+5.00,-4.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,140.62,93.75,L25,DuraVision Plus Gold UV,13,ZEISS book p16; Polarised Grey/ Brown/ Pioneer; book $150.00 L20
ZEISS,ZEISS,ClearMind Progressive Plus 1.50,,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+5.00,-4.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,140.06,93.38,L25,DuraVision Plus Platinum UV,13,ZEISS book p16; Polarised Grey/ Brown/ Pioneer; book $149.40 L20
ZEISS,ZEISS,ClearMind Progressive Plus 1.50,,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+5.00,-4.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,137.67,91.78,L25,DuraVision Plus Chrome UV,13,ZEISS book p16; Polarised Grey/ Brown/ Pioneer; book $146.85 L20
ZEISS,ZEISS,ClearMind Progressive Plus 1.50,,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+5.00,-4.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,137.67,91.78,L25,DuraVision Plus Sun UV,13,ZEISS book p16; Polarised Grey/ Brown/ Pioneer; book $146.85 L20
ZEISS,ZEISS,ClearMind Progressive Plus 1.50,,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+5.00,-4.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,112.12,74.75,L25,DSHC hard coat,13,ZEISS book p16; Polarised Grey/ Brown/ Pioneer; book $119.60 L20
ZEISS,ZEISS,ClearMind Progressive Plus 1.50,,Progressive,1.50,AdaptiveSun PhotoFusion,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,166.17,110.78,L25,DuraVision Plus Gold UV,13,ZEISS book p16; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; book $177.25 L20
ZEISS,ZEISS,ClearMind Progressive Plus 1.50,,Progressive,1.50,AdaptiveSun PhotoFusion,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,165.61,110.41,L25,DuraVision Plus Platinum UV,13,ZEISS book p16; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; book $176.65 L20
