supplier,brand,lens,code,category,index,material,form,type,blank_mm,sph_min,sph_max,cyl_max,combined_max,range_basis,add_min,add_max,add_range,price,price_promo,price_basis,coating,min_fh_mm,notes
ZEISS,ZEISS,ClearMind Single Vision 1.67,,Single vision,1.67,Clear BluePro,Freeform,grind,,-17.00,+10.00,-6.00,17.00,sphere,,,,115.41,76.94,L25,DuraVision Plus Chrome UV,,"ZEISS book p5; Clear BluePro; RANGE DIFFERS — product guide prints -12.00 to +8.00, cyl -6.00, max combined -12.00 — confirm in VISUSTORE; book $123.10 L20"
ZEISS,ZEISS,ClearMind Single Vision 1.67,,Single vision,1.67,PhotoFusionX,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,,,,147.00,98.00,L25,DuraVision Plus Gold UV,,ZEISS book p5; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; range confirmed by ZEISS product guide; book $156.80 L20
ZEISS,ZEISS,ClearMind Single Vision 1.67,,Single vision,1.67,PhotoFusionX,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,,,,146.44,97.62,L25,DuraVision Plus Platinum UV,,ZEISS book p5; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; range confirmed by ZEISS product guide; book $156.20 L20
ZEISS,ZEISS,ClearMind Single Vision 1.67,,Single vision,1.67,PhotoFusionX,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,,,,144.05,96.03,L25,DuraVision Plus Chrome UV,,ZEISS book p5; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; range confirmed by ZEISS product guide; book $153.65 L20
ZEISS,ZEISS,ClearMind Single Vision 1.67,,Single vision,1.67,Polarised,Freeform,grind,,-12.00,+11.00,-6.00,12.00,sphere,,,,147.84,98.56,L25,DuraVision Plus Gold UV,,ZEISS book p5; Polarised Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $157.70 L20
ZEISS,ZEISS,ClearMind Single Vision 1.67,,Single vision,1.67,Polarised,Freeform,grind,,-12.00,+11.00,-6.00,12.00,sphere,,,,147.28,98.19,L25,DuraVision Plus Platinum UV,,ZEISS book p5; Polarised Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $157.10 L20
ZEISS,ZEISS,ClearMind Single Vision 1.67,,Single vision,1.67,Polarised,Freeform,grind,,-12.00,+11.00,-6.00,12.00,sphere,,,,144.89,96.59,L25,DuraVision Plus Chrome UV,,ZEISS book p5; Polarised Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $154.55 L20
ZEISS,ZEISS,ClearMind Single Vision 1.67,,Single vision,1.67,Polarised,Freeform,grind,,-12.00,+11.00,-6.00,12.00,sphere,,,,146.30,97.53,L25,DuraVision Plus Sun UV,,ZEISS book p5; Polarised Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $156.05 L20
ZEISS,ZEISS,ClearMind Single Vision 1.67,,Single vision,1.67,AdaptiveSun PhotoFusion,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,,,,173.44,115.62,L25,DuraVision Plus Gold UV,,ZEISS book p5; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $185.00 L20
ZEISS,ZEISS,ClearMind Single Vision 1.67,,Single vision,1.67,AdaptiveSun PhotoFusion,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,,,,172.88,115.25,L25,DuraVision Plus Platinum UV,,ZEISS book p5; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $184.40 L20
ZEISS,ZEISS,ClearMind Single Vision 1.67,,Single vision,1.67,AdaptiveSun PhotoFusion,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,,,,170.48,113.66,L25,DuraVision Plus Chrome UV,,ZEISS book p5; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer; range confirmed by ZEISS product guide; book $181.85 L20
ZEISS,ZEISS,ClearMind Single Vision 1.74,,Single vision,1.74,Clear,Freeform,grind,,-20.00,+16.00,-6.00,20.00,sphere,,,,138.19,92.12,L25,DuraVision Plus Gold UV,,ZEISS book p5; Clear; range confirmed by ZEISS product guide; book $147.40 L20
ZEISS,ZEISS,ClearMind Single Vision 1.74,,Single vision,1.74,Clear,Freeform,grind,,-20.00,+16.00,-6.00,20.00,sphere,,,,137.62,91.75,L25,DuraVision Plus Platinum UV,,ZEISS book p5; Clear; range confirmed by ZEISS product guide; book $146.80 L20
ZEISS,ZEISS,ClearMind Single Vision 1.74,,Single vision,1.74,Clear,Freeform,grind,,-20.00,+16.00,-6.00,20.00,sphere,,,,135.23,90.16,L25,DuraVision Plus Chrome UV,,ZEISS book p5; Clear; range confirmed by ZEISS product guide; book $144.25 L20
ZEISS,ZEISS,ClearMind Single Vision 1.74,,Single vision,1.74,Clear BluePro,Freeform,grind,,-20.00,+16.00,-6.00,20.00,sphere,,,,140.39,93.59,L25,DuraVision Plus Gold UV,,ZEISS book p5; Clear BluePro; range confirmed by ZEISS product guide; book $149.75 L20
ZEISS,ZEISS,ClearMind Single Vision 1.74,,Single vision,1.74,Clear BluePro,Freeform,grind,,-20.00,+16.00,-6.00,20.00,sphere,,,,139.83,93.22,L25,DuraVision Plus Platinum UV,,ZEISS book p5; Clear BluePro; range confirmed by ZEISS product guide; book $149.15 L20
ZEISS,ZEISS,ClearMind Single Vision 1.74,,Single vision,1.74,Clear BluePro,Freeform,grind,,-20.00,+16.00,-6.00,20.00,sphere,,,,137.44,91.62,L25,DuraVision Plus Chrome UV,,ZEISS book p5; Clear BluePro; range confirmed by ZEISS product guide; book $146.60 L20
ZEISS,ZEISS,ClearMind Single Vision 1.74,,Single vision,1.74,PhotoFusionX,Freeform,grind,,-14.00,+9.00,-6.00,14.00,sphere,,,,168.28,112.19,L25,DuraVision Plus Gold UV,,ZEISS book p5; PhotoFusionX Grey/Brown/Extra Grey/Black; range confirmed by ZEISS product guide; book $179.50 L20
ZEISS,ZEISS,ClearMind Single Vision 1.74,,Single vision,1.74,PhotoFusionX,Freeform,grind,,-14.00,+9.00,-6.00,14.00,sphere,,,,167.72,111.81,L25,DuraVision Plus Platinum UV,,ZEISS book p5; PhotoFusionX Grey/Brown/Extra Grey/Black; range confirmed by ZEISS product guide; book $178.90 L20
ZEISS,ZEISS,ClearMind Single Vision 1.74,,Single vision,1.74,PhotoFusionX,Freeform,grind,,-14.00,+9.00,-6.00,14.00,sphere,,,,165.33,110.22,L25,DuraVision Plus Chrome UV,,ZEISS book p5; PhotoFusionX Grey/Brown/Extra Grey/Black; range confirmed by ZEISS product guide; book $176.35 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,Clear,Freeform,grind,,-6.00,+6.00,-4.00,6.00,sphere,,,,72.61,48.41,L25,DuraVision Plus Gold UV,,ZEISS book p6; Clear; book $77.45 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,Clear,Freeform,grind,,-6.00,+6.00,-4.00,6.00,sphere,,,,72.05,48.03,L25,DuraVision Plus Platinum UV,,ZEISS book p6; Clear; book $76.85 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,Clear,Freeform,grind,,-6.00,+6.00,-4.00,6.00,sphere,,,,69.66,46.44,L25,DuraVision Plus Chrome UV,,ZEISS book p6; Clear; book $74.30 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,Clear,Freeform,grind,,-6.00,+6.00,-4.00,6.00,sphere,,,,44.11,29.41,L25,DSHC hard coat,,ZEISS book p6; Clear; book $47.05 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,Clear BluePro,Freeform,grind,,-6.00,+6.00,-4.00,6.00,sphere,,,,74.72,49.81,L25,DuraVision Plus Gold UV,,ZEISS book p6; Clear BluePro; book $79.70 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,Clear BluePro,Freeform,grind,,-6.00,+6.00,-4.00,6.00,sphere,,,,74.16,49.44,L25,DuraVision Plus Platinum UV,,ZEISS book p6; Clear BluePro; book $79.10 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,Clear BluePro,Freeform,grind,,-6.00,+6.00,-4.00,6.00,sphere,,,,71.77,47.84,L25,DuraVision Plus Chrome UV,,ZEISS book p6; Clear BluePro; book $76.55 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,PhotoFusionX,Freeform,grind,,-6.00,+6.00,-4.00,6.00,sphere,,,,101.72,67.81,L25,DuraVision Plus Gold UV,,ZEISS book p6; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $108.50 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,PhotoFusionX,Freeform,grind,,-6.00,+6.00,-4.00,6.00,sphere,,,,101.16,67.44,L25,DuraVision Plus Platinum UV,,ZEISS book p6; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $107.90 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,PhotoFusionX,Freeform,grind,,-6.00,+6.00,-4.00,6.00,sphere,,,,98.77,65.84,L25,DuraVision Plus Chrome UV,,ZEISS book p6; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $105.35 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,PhotoFusionX,Freeform,grind,,-6.00,+6.00,-4.00,6.00,sphere,,,,73.22,48.81,L25,DSHC hard coat,,ZEISS book p6; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $78.10 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,Polarised,Freeform,grind,,-8.00,+8.00,-4.00,8.00,sphere,,,,102.61,68.41,L25,DuraVision Plus Gold UV,,ZEISS book p6; Polarised Grey/ Brown/ Pioneer; book $109.45 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,Polarised,Freeform,grind,,-8.00,+8.00,-4.00,8.00,sphere,,,,102.05,68.03,L25,DuraVision Plus Platinum UV,,ZEISS book p6; Polarised Grey/ Brown/ Pioneer; book $108.85 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,Polarised,Freeform,grind,,-8.00,+8.00,-4.00,8.00,sphere,,,,99.66,66.44,L25,DuraVision Plus Chrome UV,,ZEISS book p6; Polarised Grey/ Brown/ Pioneer; book $106.30 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,Polarised,Freeform,grind,,-8.00,+8.00,-4.00,8.00,sphere,,,,101.06,67.38,L25,DuraVision Plus Sun UV,,ZEISS book p6; Polarised Grey/ Brown/ Pioneer; book $107.80 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,Polarised,Freeform,grind,,-8.00,+8.00,-4.00,8.00,sphere,,,,74.11,49.41,L25,DSHC hard coat,,ZEISS book p6; Polarised Grey/ Brown/ Pioneer; book $79.05 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,AdaptiveSun PhotoFusion,Freeform,grind,,-6.00,+6.00,-4.00,6.00,sphere,,,,126.70,84.47,L25,DuraVision Plus Gold UV,,ZEISS book p6; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; book $135.15 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,AdaptiveSun PhotoFusion,Freeform,grind,,-6.00,+6.00,-4.00,6.00,sphere,,,,126.14,84.09,L25,DuraVision Plus Platinum UV,,ZEISS book p6; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; book $134.55 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,AdaptiveSun PhotoFusion,Freeform,grind,,-6.00,+6.00,-4.00,6.00,sphere,,,,123.75,82.50,L25,DuraVision Plus Chrome UV,,ZEISS book p6; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; book $132.00 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,AdaptiveSun PhotoFusion,Freeform,grind,,-6.00,+6.00,-4.00,6.00,sphere,,,,98.20,65.47,L25,DSHC hard coat,,ZEISS book p6; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; book $104.75 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,AdaptiveSun Polarised,Freeform,grind,,-8.00,+8.00,-4.00,8.00,sphere,,,,129.23,86.16,L25,DuraVision Plus Gold UV,,ZEISS book p6; AdaptiveSun Polarised Grey/ Brown/ Pioneer; book $137.85 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,AdaptiveSun Polarised,Freeform,grind,,-8.00,+8.00,-4.00,8.00,sphere,,,,128.67,85.78,L25,DuraVision Plus Platinum UV,,ZEISS book p6; AdaptiveSun Polarised Grey/ Brown/ Pioneer; book $137.25 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,AdaptiveSun Polarised,Freeform,grind,,-8.00,+8.00,-4.00,8.00,sphere,,,,126.28,84.19,L25,DuraVision Plus Chrome UV,,ZEISS book p6; AdaptiveSun Polarised Grey/ Brown/ Pioneer; book $134.70 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,AdaptiveSun Polarised,Freeform,grind,,-8.00,+8.00,-4.00,8.00,sphere,,,,127.69,85.12,L25,DuraVision Plus Sun UV,,ZEISS book p6; AdaptiveSun Polarised Grey/ Brown/ Pioneer; book $136.20 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.50,,Single vision,1.50,AdaptiveSun Polarised,Freeform,grind,,-8.00,+8.00,-4.00,8.00,sphere,,,,100.73,67.16,L25,DSHC hard coat,,ZEISS book p6; AdaptiveSun Polarised Grey/ Brown/ Pioneer; book $107.45 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.53,,Single vision,1.53,Clear,Freeform,grind,,-7.00,+7.00,-4.00,7.00,sphere,,,,92.58,61.72,L25,DuraVision Plus Gold UV,,ZEISS book p6; Clear; book $98.75 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.53,,Single vision,1.53,Clear,Freeform,grind,,-7.00,+7.00,-4.00,7.00,sphere,,,,92.02,61.34,L25,DuraVision Plus Platinum UV,,ZEISS book p6; Clear; book $98.15 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.53,,Single vision,1.53,Clear,Freeform,grind,,-7.00,+7.00,-4.00,7.00,sphere,,,,89.62,59.75,L25,DuraVision Plus Chrome UV,,ZEISS book p6; Clear; book $95.60 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.53,,Single vision,1.53,Clear,Freeform,grind,,-7.00,+7.00,-4.00,7.00,sphere,,,,64.08,42.72,L25,DSHC hard coat,,ZEISS book p6; Clear; book $68.35 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.53,,Single vision,1.53,Polarised,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,,,,122.58,81.72,L25,DuraVision Plus Gold UV,,ZEISS book p6; Polarised Grey/ Brown; book $130.75 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.53,,Single vision,1.53,Polarised,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,,,,122.02,81.34,L25,DuraVision Plus Platinum UV,,ZEISS book p6; Polarised Grey/ Brown; book $130.15 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.53,,Single vision,1.53,Polarised,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,,,,119.62,79.75,L25,DuraVision Plus Chrome UV,,ZEISS book p6; Polarised Grey/ Brown; book $127.60 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.53,,Single vision,1.53,Polarised,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,,,,121.03,80.69,L25,DuraVision Plus Sun UV,,ZEISS book p6; Polarised Grey/ Brown; book $129.10 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.53,,Single vision,1.53,Polarised,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,,,,94.08,62.72,L25,DSHC hard coat,,ZEISS book p6; Polarised Grey/ Brown; book $100.35 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.59,,Single vision,1.59,Clear,Freeform,grind,,-10.00,+8.00,-6.00,10.00,sphere,,,,99.28,66.19,L25,DuraVision Plus Gold UV,,ZEISS book p6; Clear; book $105.90 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.59,,Single vision,1.59,Clear,Freeform,grind,,-10.00,+8.00,-6.00,10.00,sphere,,,,98.72,65.81,L25,DuraVision Plus Platinum UV,,ZEISS book p6; Clear; book $105.30 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.59,,Single vision,1.59,Clear,Freeform,grind,,-10.00,+8.00,-6.00,10.00,sphere,,,,96.33,64.22,L25,DuraVision Plus Chrome UV,,ZEISS book p6; Clear; book $102.75 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.59,,Single vision,1.59,Clear,Freeform,grind,,-10.00,+8.00,-6.00,10.00,sphere,,,,70.78,47.19,L25,DSHC hard coat,,ZEISS book p6; Clear; book $75.50 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.59,,Single vision,1.59,PhotoFusionX,Freeform,grind,,-10.00,+8.00,-6.00,10.00,sphere,,,,128.44,85.62,L25,DuraVision Plus Gold UV,,ZEISS book p6; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $137.00 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.59,,Single vision,1.59,PhotoFusionX,Freeform,grind,,-10.00,+8.00,-6.00,10.00,sphere,,,,127.88,85.25,L25,DuraVision Plus Platinum UV,,ZEISS book p6; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $136.40 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.59,,Single vision,1.59,PhotoFusionX,Freeform,grind,,-10.00,+8.00,-6.00,10.00,sphere,,,,125.48,83.66,L25,DuraVision Plus Chrome UV,,ZEISS book p6; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $133.85 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.59,,Single vision,1.59,PhotoFusionX,Freeform,grind,,-10.00,+8.00,-6.00,10.00,sphere,,,,99.94,66.62,L25,DSHC hard coat,,ZEISS book p6; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $106.60 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.59,,Single vision,1.59,Polarised,Freeform,grind,,-10.00,+8.00,-4.00,10.00,sphere,,,,129.28,86.19,L25,DuraVision Plus Gold UV,,ZEISS book p6; Polarised Grey/ Brown; book $137.90 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.59,,Single vision,1.59,Polarised,Freeform,grind,,-10.00,+8.00,-4.00,10.00,sphere,,,,128.72,85.81,L25,DuraVision Plus Platinum UV,,ZEISS book p6; Polarised Grey/ Brown; book $137.30 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.59,,Single vision,1.59,Polarised,Freeform,grind,,-10.00,+8.00,-4.00,10.00,sphere,,,,126.33,84.22,L25,DuraVision Plus Chrome UV,,ZEISS book p6; Polarised Grey/ Brown; book $134.75 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.59,,Single vision,1.59,Polarised,Freeform,grind,,-10.00,+8.00,-4.00,10.00,sphere,,,,127.73,85.16,L25,DuraVision Plus Sun UV,,ZEISS book p6; Polarised Grey/ Brown; book $136.25 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.59,,Single vision,1.59,Polarised,Freeform,grind,,-10.00,+8.00,-4.00,10.00,sphere,,,,100.78,67.19,L25,DSHC hard coat,,ZEISS book p6; Polarised Grey/ Brown; book $107.50 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,Clear,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,,,,99.28,66.19,L25,DuraVision Plus Gold UV,,ZEISS book p6; Clear; book $105.90 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,Clear,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,,,,98.72,65.81,L25,DuraVision Plus Platinum UV,,ZEISS book p6; Clear; book $105.30 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,Clear,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,,,,96.33,64.22,L25,DuraVision Plus Chrome UV,,ZEISS book p6; Clear; book $102.75 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,Clear,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,,,,70.78,47.19,L25,DSHC hard coat,,ZEISS book p6; Clear; book $75.50 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,Clear BluePro,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,,,,101.34,67.56,L25,DuraVision Plus Gold UV,,ZEISS book p6; Clear BluePro; book $108.10 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,Clear BluePro,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,,,,100.78,67.19,L25,DuraVision Plus Platinum UV,,ZEISS book p6; Clear BluePro; book $107.50 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,Clear BluePro,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,,,,98.39,65.59,L25,DuraVision Plus Chrome UV,,ZEISS book p6; Clear BluePro; book $104.95 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,PhotoFusionX,Freeform,grind,,-10.00,+8.00,-6.00,10.00,sphere,,,,128.44,85.62,L25,DuraVision Plus Gold UV,,ZEISS book p6; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $137.00 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,PhotoFusionX,Freeform,grind,,-10.00,+8.00,-6.00,10.00,sphere,,,,127.88,85.25,L25,DuraVision Plus Platinum UV,,ZEISS book p6; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $136.40 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,PhotoFusionX,Freeform,grind,,-10.00,+8.00,-6.00,10.00,sphere,,,,125.48,83.66,L25,DuraVision Plus Chrome UV,,ZEISS book p6; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $133.85 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,PhotoFusionX,Freeform,grind,,-10.00,+8.00,-6.00,10.00,sphere,,,,99.94,66.62,L25,DSHC hard coat,,ZEISS book p6; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $106.60 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,Polarised,Freeform,grind,,-11.00,+10.00,-6.00,11.00,sphere,,,,129.28,86.19,L25,DuraVision Plus Gold UV,,ZEISS book p6; Polarised Grey/ Brown/ Pioneer; book $137.90 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,Polarised,Freeform,grind,,-11.00,+10.00,-6.00,11.00,sphere,,,,128.72,85.81,L25,DuraVision Plus Platinum UV,,ZEISS book p6; Polarised Grey/ Brown/ Pioneer; book $137.30 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,Polarised,Freeform,grind,,-11.00,+10.00,-6.00,11.00,sphere,,,,126.33,84.22,L25,DuraVision Plus Chrome UV,,ZEISS book p6; Polarised Grey/ Brown/ Pioneer; book $134.75 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,Polarised,Freeform,grind,,-11.00,+10.00,-6.00,11.00,sphere,,,,127.73,85.16,L25,DuraVision Plus Sun UV,,ZEISS book p6; Polarised Grey/ Brown/ Pioneer; book $136.25 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,Polarised,Freeform,grind,,-11.00,+10.00,-6.00,11.00,sphere,,,,100.78,67.19,L25,DSHC hard coat,,ZEISS book p6; Polarised Grey/ Brown/ Pioneer; book $107.50 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,AdaptiveSun PhotoFusion,Freeform,grind,,-10.00,+8.00,-6.00,10.00,sphere,,,,153.42,102.28,L25,DuraVision Plus Gold UV,,ZEISS book p6; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; book $163.65 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,AdaptiveSun PhotoFusion,Freeform,grind,,-10.00,+8.00,-6.00,10.00,sphere,,,,152.86,101.91,L25,DuraVision Plus Platinum UV,,ZEISS book p6; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; book $163.05 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,AdaptiveSun PhotoFusion,Freeform,grind,,-10.00,+8.00,-6.00,10.00,sphere,,,,150.47,100.31,L25,DuraVision Plus Chrome UV,,ZEISS book p6; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; book $160.50 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,AdaptiveSun PhotoFusion,Freeform,grind,,-10.00,+8.00,-6.00,10.00,sphere,,,,124.92,83.28,L25,DSHC hard coat,,ZEISS book p6; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; book $133.25 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,AdaptiveSun Polarised,Freeform,grind,,-11.00,+10.00,-6.00,11.00,sphere,,,,155.91,103.94,L25,DuraVision Plus Gold UV,,ZEISS book p6; AdaptiveSun Polarised Grey/ Brown/ Pioneer; book $166.30 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,AdaptiveSun Polarised,Freeform,grind,,-11.00,+10.00,-6.00,11.00,sphere,,,,155.34,103.56,L25,DuraVision Plus Platinum UV,,ZEISS book p6; AdaptiveSun Polarised Grey/ Brown/ Pioneer; book $165.70 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,AdaptiveSun Polarised,Freeform,grind,,-11.00,+10.00,-6.00,11.00,sphere,,,,152.95,101.97,L25,DuraVision Plus Chrome UV,,ZEISS book p6; AdaptiveSun Polarised Grey/ Brown/ Pioneer; book $163.15 L20
ZEISS,ZEISS,SmartLife Single Vision Individual 3 1.60,,Single vision,1.60,AdaptiveSun Polarised,Freeform,grind,,-11.00,+10.00,-6.00,11.00,sphere,,,,154.36,102.91,L25,DuraVision Plus Sun UV,,ZEISS book p6; AdaptiveSun Polarised Grey/ Brown/ Pioneer; book $164.65 L20
