brand,lens,code,category,index,form,type,blank_mm,sph_min,sph_max,cyl_max,combined_max,price,coating,notes
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,65,+5.75,+8.00,-6.00,,86.55,ViewProtect BlueControl,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,75,-5.00,+0.00,-6.00,,91.35,Hi-Vision Meiryo Diamond,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,70,-13.00,+0.00,-6.00,13.00,91.35,Hi-Vision Meiryo Diamond,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,70,+0.25,+5.50,-6.00,,91.35,Hi-Vision Meiryo Diamond,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,65,+5.75,+8.00,-6.00,,91.35,Hi-Vision Meiryo Diamond,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,75,-5.00,+0.00,-6.00,,93.85,Diamond Finish UV BlueControl,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,70,-13.00,+0.00,-6.00,13.00,93.85,Diamond Finish UV BlueControl,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,70,+0.25,+5.50,-6.00,,93.85,Diamond Finish UV BlueControl,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,65,+5.75,+8.00,-6.00,,93.85,Diamond Finish UV BlueControl,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,75,-5.00,+0.00,-6.00,,94.35,Full Control,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,70,-13.00,+0.00,-6.00,13.00,94.35,Full Control,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,70,+0.25,+5.50,-6.00,,94.35,Full Control,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,65,+5.75,+8.00,-6.00,,94.35,Full Control,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,75,-5.00,+0.00,-6.00,,88.35,Hi-Vision Sun Pro,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,70,-13.00,+0.00,-6.00,13.00,88.35,Hi-Vision Sun Pro,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,70,+0.25,+5.50,-6.00,,88.35,Hi-Vision Sun Pro,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,65,+5.75,+8.00,-6.00,,88.35,Hi-Vision Sun Pro,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,75,-5.00,+0.00,-6.00,,89.35,Mirror,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,70,-13.00,+0.00,-6.00,13.00,89.35,Mirror,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,70,+0.25,+5.50,-6.00,,89.35,Mirror,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Hilux Eynoa Sensity 2 / Dark / Fast / Shine,HL-1.67,Single vision,1.67,Spherical,grind,65,+5.75,+8.00,-6.00,,89.35,Mirror,Sensity photochromic; guide p77; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,75,-1.50,+0.50,-6.00,,27.80,Hi-Vision ViewProtect,guide p79
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,70,-9.50,+0.00,-6.00,9.75,27.80,Hi-Vision ViewProtect,guide p79
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,70,+0.75,+6.50,-6.00,,27.80,Hi-Vision ViewProtect,guide p79 lower plus partly on 75mm
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,65,+6.75,+7.50,-6.00,,27.80,Hi-Vision ViewProtect,guide p79
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,75,-1.50,+0.50,-6.00,,30.80,ViewProtect BlueControl,guide p79
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,70,-9.50,+0.00,-6.00,9.75,30.80,ViewProtect BlueControl,guide p79
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,70,+0.75,+6.50,-6.00,,30.80,ViewProtect BlueControl,guide p79 lower plus partly on 75mm
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,65,+6.75,+7.50,-6.00,,30.80,ViewProtect BlueControl,guide p79
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,75,-1.50,+0.50,-6.00,,35.60,Hi-Vision Meiryo Diamond,guide p79
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,70,-9.50,+0.00,-6.00,9.75,35.60,Hi-Vision Meiryo Diamond,guide p79
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,70,+0.75,+6.50,-6.00,,35.60,Hi-Vision Meiryo Diamond,guide p79 lower plus partly on 75mm
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,65,+6.75,+7.50,-6.00,,35.60,Hi-Vision Meiryo Diamond,guide p79
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,75,-1.50,+0.50,-6.00,,38.10,Diamond Finish UV BlueControl,guide p79
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,70,-9.50,+0.00,-6.00,9.75,38.10,Diamond Finish UV BlueControl,guide p79
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,70,+0.75,+6.50,-6.00,,38.10,Diamond Finish UV BlueControl,guide p79 lower plus partly on 75mm
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,65,+6.75,+7.50,-6.00,,38.10,Diamond Finish UV BlueControl,guide p79
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,75,-1.50,+0.50,-6.00,,38.60,Full Control,guide p79
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,70,-9.50,+0.00,-6.00,9.75,38.60,Full Control,guide p79
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,70,+0.75,+6.50,-6.00,,38.60,Full Control,guide p79 lower plus partly on 75mm
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,65,+6.75,+7.50,-6.00,,38.60,Full Control,guide p79
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,75,-1.50,+0.50,-6.00,,32.60,Hi-Vision Sun Pro,guide p79
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,70,-9.50,+0.00,-6.00,9.75,32.60,Hi-Vision Sun Pro,guide p79
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,70,+0.75,+6.50,-6.00,,32.60,Hi-Vision Sun Pro,guide p79 lower plus partly on 75mm
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,65,+6.75,+7.50,-6.00,,32.60,Hi-Vision Sun Pro,guide p79
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,75,-1.50,+0.50,-6.00,,33.60,Mirror,guide p79
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,70,-9.50,+0.00,-6.00,9.75,33.60,Mirror,guide p79
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,70,+0.75,+6.50,-6.00,,33.60,Mirror,guide p79 lower plus partly on 75mm
Hoya,Nulux,NULUX,Single vision,1.50,Aspheric,grind,65,+6.75,+7.50,-6.00,,33.60,Mirror,guide p79
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,75,-1.50,+0.50,-6.00,,51.80,Hi-Vision ViewProtect,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,70,-9.50,+0.00,-6.00,9.75,51.80,Hi-Vision ViewProtect,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,70,+0.75,+6.50,-6.00,,51.80,Hi-Vision ViewProtect,Sensity photochromic; guide p79 lower plus partly on 75mm; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,65,+6.75,+7.50,-6.00,,51.80,Hi-Vision ViewProtect,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,75,-1.50,+0.50,-6.00,,54.80,ViewProtect BlueControl,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,70,-9.50,+0.00,-6.00,9.75,54.80,ViewProtect BlueControl,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,70,+0.75,+6.50,-6.00,,54.80,ViewProtect BlueControl,Sensity photochromic; guide p79 lower plus partly on 75mm; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,65,+6.75,+7.50,-6.00,,54.80,ViewProtect BlueControl,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,75,-1.50,+0.50,-6.00,,59.60,Hi-Vision Meiryo Diamond,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,70,-9.50,+0.00,-6.00,9.75,59.60,Hi-Vision Meiryo Diamond,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,70,+0.75,+6.50,-6.00,,59.60,Hi-Vision Meiryo Diamond,Sensity photochromic; guide p79 lower plus partly on 75mm; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,65,+6.75,+7.50,-6.00,,59.60,Hi-Vision Meiryo Diamond,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,75,-1.50,+0.50,-6.00,,62.10,Diamond Finish UV BlueControl,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,70,-9.50,+0.00,-6.00,9.75,62.10,Diamond Finish UV BlueControl,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,70,+0.75,+6.50,-6.00,,62.10,Diamond Finish UV BlueControl,Sensity photochromic; guide p79 lower plus partly on 75mm; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,65,+6.75,+7.50,-6.00,,62.10,Diamond Finish UV BlueControl,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,75,-1.50,+0.50,-6.00,,62.60,Full Control,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,70,-9.50,+0.00,-6.00,9.75,62.60,Full Control,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,70,+0.75,+6.50,-6.00,,62.60,Full Control,Sensity photochromic; guide p79 lower plus partly on 75mm; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,65,+6.75,+7.50,-6.00,,62.60,Full Control,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,75,-1.50,+0.50,-6.00,,56.60,Hi-Vision Sun Pro,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,70,-9.50,+0.00,-6.00,9.75,56.60,Hi-Vision Sun Pro,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,70,+0.75,+6.50,-6.00,,56.60,Hi-Vision Sun Pro,Sensity photochromic; guide p79 lower plus partly on 75mm; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,65,+6.75,+7.50,-6.00,,56.60,Hi-Vision Sun Pro,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,75,-1.50,+0.50,-6.00,,57.60,Mirror,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,70,-9.50,+0.00,-6.00,9.75,57.60,Mirror,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,70,+0.75,+6.50,-6.00,,57.60,Mirror,Sensity photochromic; guide p79 lower plus partly on 75mm; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity 2 / Dark / Fast / Shine,NULUX,Single vision,1.50,Aspheric,grind,65,+6.75,+7.50,-6.00,,57.60,Mirror,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity Colours,NULUX,Single vision,1.50,Aspheric,grind,75,-1.50,+0.50,-6.00,,62.10,Hi-Vision Sun Pro,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity Colours,NULUX,Single vision,1.50,Aspheric,grind,70,-9.50,+0.00,-6.00,9.75,62.10,Hi-Vision Sun Pro,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity Colours,NULUX,Single vision,1.50,Aspheric,grind,70,+0.75,+6.50,-6.00,,62.10,Hi-Vision Sun Pro,Sensity photochromic; guide p79 lower plus partly on 75mm; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity Colours,NULUX,Single vision,1.50,Aspheric,grind,65,+6.75,+7.50,-6.00,,62.10,Hi-Vision Sun Pro,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity Colours,NULUX,Single vision,1.50,Aspheric,grind,75,-1.50,+0.50,-6.00,,63.10,Mirror,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity Colours,NULUX,Single vision,1.50,Aspheric,grind,70,-9.50,+0.00,-6.00,9.75,63.10,Mirror,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity Colours,NULUX,Single vision,1.50,Aspheric,grind,70,+0.75,+6.50,-6.00,,63.10,Mirror,Sensity photochromic; guide p79 lower plus partly on 75mm; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Sensity Colours,NULUX,Single vision,1.50,Aspheric,grind,65,+6.75,+7.50,-6.00,,63.10,Mirror,Sensity photochromic; guide p79; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,75,-4.00,+2.50,-4.00,,42.95,Hi-Vision ViewProtect,guide p80 70/75mm
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,-8.25,+0.00,-4.00,,42.95,Hi-Vision ViewProtect,guide p80
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,-9.25,-8.50,-3.00,12.25,42.95,Hi-Vision ViewProtect,guide p80 chart ends -9.25
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,+2.25,+6.00,-4.00,,42.95,Hi-Vision ViewProtect,guide p80
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,65,+6.25,+8.00,-4.00,,42.95,Hi-Vision ViewProtect,guide p80
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,75,-4.00,+2.50,-4.00,,45.95,ViewProtect BlueControl,guide p80 70/75mm
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,-8.25,+0.00,-4.00,,45.95,ViewProtect BlueControl,guide p80
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,-9.25,-8.50,-3.00,12.25,45.95,ViewProtect BlueControl,guide p80 chart ends -9.25
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,+2.25,+6.00,-4.00,,45.95,ViewProtect BlueControl,guide p80
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,65,+6.25,+8.00,-4.00,,45.95,ViewProtect BlueControl,guide p80
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,75,-4.00,+2.50,-4.00,,51.83,Hi-Vision Meiryo Diamond,guide p80 70/75mm
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,-8.25,+0.00,-4.00,,51.83,Hi-Vision Meiryo Diamond,guide p80
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,-9.25,-8.50,-3.00,12.25,51.83,Hi-Vision Meiryo Diamond,guide p80 chart ends -9.25
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,+2.25,+6.00,-4.00,,51.83,Hi-Vision Meiryo Diamond,guide p80
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,65,+6.25,+8.00,-4.00,,51.83,Hi-Vision Meiryo Diamond,guide p80
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,75,-4.00,+2.50,-4.00,,54.33,Diamond Finish UV BlueControl,guide p80 70/75mm
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,-8.25,+0.00,-4.00,,54.33,Diamond Finish UV BlueControl,guide p80
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,-9.25,-8.50,-3.00,12.25,54.33,Diamond Finish UV BlueControl,guide p80 chart ends -9.25
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,+2.25,+6.00,-4.00,,54.33,Diamond Finish UV BlueControl,guide p80
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,65,+6.25,+8.00,-4.00,,54.33,Diamond Finish UV BlueControl,guide p80
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,75,-4.00,+2.50,-4.00,,54.83,Full Control,guide p80 70/75mm
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,-8.25,+0.00,-4.00,,54.83,Full Control,guide p80
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,-9.25,-8.50,-3.00,12.25,54.83,Full Control,guide p80 chart ends -9.25
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,+2.25,+6.00,-4.00,,54.83,Full Control,guide p80
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,65,+6.25,+8.00,-4.00,,54.83,Full Control,guide p80
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,75,-4.00,+2.50,-4.00,,48.83,Hi-Vision Sun Pro,guide p80 70/75mm
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,-8.25,+0.00,-4.00,,48.83,Hi-Vision Sun Pro,guide p80
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,-9.25,-8.50,-3.00,12.25,48.83,Hi-Vision Sun Pro,guide p80 chart ends -9.25
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,+2.25,+6.00,-4.00,,48.83,Hi-Vision Sun Pro,guide p80
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,65,+6.25,+8.00,-4.00,,48.83,Hi-Vision Sun Pro,guide p80
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,75,-4.00,+2.50,-4.00,,49.83,Mirror,guide p80 70/75mm
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,-8.25,+0.00,-4.00,,49.83,Mirror,guide p80
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,-9.25,-8.50,-3.00,12.25,49.83,Mirror,guide p80 chart ends -9.25
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,+2.25,+6.00,-4.00,,49.83,Mirror,guide p80
Hoya,Nulux Phoenix,NULUX-PNX,Single vision,1.53,Aspheric,grind,65,+6.25,+8.00,-4.00,,49.83,Mirror,guide p80
Hoya,Nulux Phoenix Sensity 2 / Dark / Fast / Shine,NULUX-PNX,Single vision,1.53,Aspheric,grind,75,-4.00,+2.50,-4.00,,73.95,Hi-Vision ViewProtect,Sensity photochromic; guide p80 70/75mm; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Phoenix Sensity 2 / Dark / Fast / Shine,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,-8.25,+0.00,-4.00,,73.95,Hi-Vision ViewProtect,Sensity photochromic; guide p80; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Phoenix Sensity 2 / Dark / Fast / Shine,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,-9.25,-8.50,-3.00,12.25,73.95,Hi-Vision ViewProtect,Sensity photochromic; guide p80 chart ends -9.25; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Phoenix Sensity 2 / Dark / Fast / Shine,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,+2.25,+6.00,-4.00,,73.95,Hi-Vision ViewProtect,Sensity photochromic; guide p80; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Phoenix Sensity 2 / Dark / Fast / Shine,NULUX-PNX,Single vision,1.53,Aspheric,grind,65,+6.25,+8.00,-4.00,,73.95,Hi-Vision ViewProtect,Sensity photochromic; guide p80; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Phoenix Sensity 2 / Dark / Fast / Shine,NULUX-PNX,Single vision,1.53,Aspheric,grind,75,-4.00,+2.50,-4.00,,76.95,ViewProtect BlueControl,Sensity photochromic; guide p80 70/75mm; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Phoenix Sensity 2 / Dark / Fast / Shine,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,-8.25,+0.00,-4.00,,76.95,ViewProtect BlueControl,Sensity photochromic; guide p80; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Phoenix Sensity 2 / Dark / Fast / Shine,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,-9.25,-8.50,-3.00,12.25,76.95,ViewProtect BlueControl,Sensity photochromic; guide p80 chart ends -9.25; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Phoenix Sensity 2 / Dark / Fast / Shine,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,+2.25,+6.00,-4.00,,76.95,ViewProtect BlueControl,Sensity photochromic; guide p80; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Phoenix Sensity 2 / Dark / Fast / Shine,NULUX-PNX,Single vision,1.53,Aspheric,grind,65,+6.25,+8.00,-4.00,,76.95,ViewProtect BlueControl,Sensity photochromic; guide p80; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Phoenix Sensity 2 / Dark / Fast / Shine,NULUX-PNX,Single vision,1.53,Aspheric,grind,75,-4.00,+2.50,-4.00,,82.83,Hi-Vision Meiryo Diamond,Sensity photochromic; guide p80 70/75mm; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Phoenix Sensity 2 / Dark / Fast / Shine,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,-8.25,+0.00,-4.00,,82.83,Hi-Vision Meiryo Diamond,Sensity photochromic; guide p80; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux Phoenix Sensity 2 / Dark / Fast / Shine,NULUX-PNX,Single vision,1.53,Aspheric,grind,70,-9.25,-8.50,-3.00,12.25,82.83,Hi-Vision Meiryo Diamond,Sensity photochromic; guide p80 chart ends -9.25; clear-lens range shown - Sensity availability can be narrower
