brand,lens,code,category,index,form,type,blank_mm,sph_min,sph_max,cyl_max,combined_max,price,coating,notes
Hoya,Hoyalux iD MySelf,MYSELF-1.50,Progressive,1.50,Freeform,grind,65/70/75,,,,,89.10,Hi-Vision ViewProtect,blanks 65/70/75
Hoya,Hoyalux iD MySelf,MYSELF-1.50,Progressive,1.50,Freeform,grind,65/70/75,,,,,92.10,ViewProtect BlueControl,blanks 65/70/75
Hoya,Hoyalux iD MySelf,MYSELF-1.50,Progressive,1.50,Freeform,grind,65/70/75,,,,,96.90,Hi-Vision Meiryo Diamond,blanks 65/70/75
Hoya,Hoyalux iD MySelf,MYSELF-1.50,Progressive,1.50,Freeform,grind,65/70/75,,,,,99.40,Diamond Finish UV BlueControl,blanks 65/70/75
Hoya,Hoyalux iD MySelf,MYSELF-1.50,Progressive,1.50,Freeform,grind,65/70/75,,,,,99.90,Full Control,blanks 65/70/75
Hoya,Hoyalux iD MySelf,MYSELF-1.50,Progressive,1.50,Freeform,grind,65/70/75,,,,,93.90,Hi-Vision Sun Pro,blanks 65/70/75
Hoya,Hoyalux iD MySelf,MYSELF-1.50,Progressive,1.50,Freeform,grind,65/70/75,,,,,94.90,Mirror,blanks 65/70/75
Hoya,Hoyalux iD MySelf Sensity 2 / Dark / Fast / Shine,MYSELF-1.50,Progressive,1.50,Freeform,grind,65/70/75,,,,,112.90,Hi-Vision ViewProtect,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Sensity 2 / Dark / Fast / Shine,MYSELF-1.50,Progressive,1.50,Freeform,grind,65/70/75,,,,,115.90,ViewProtect BlueControl,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Sensity 2 / Dark / Fast / Shine,MYSELF-1.50,Progressive,1.50,Freeform,grind,65/70/75,,,,,118.90,Hi-Vision Meiryo Diamond,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Sensity 2 / Dark / Fast / Shine,MYSELF-1.50,Progressive,1.50,Freeform,grind,65/70/75,,,,,121.40,Diamond Finish UV BlueControl,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Sensity 2 / Dark / Fast / Shine,MYSELF-1.50,Progressive,1.50,Freeform,grind,65/70/75,,,,,121.90,Full Control,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Sensity 2 / Dark / Fast / Shine,MYSELF-1.50,Progressive,1.50,Freeform,grind,65/70/75,,,,,115.90,Hi-Vision Sun Pro,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Sensity 2 / Dark / Fast / Shine,MYSELF-1.50,Progressive,1.50,Freeform,grind,65/70/75,,,,,116.90,Mirror,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Sensity Colours,MYSELF-1.50,Progressive,1.50,Freeform,grind,65/70/75,,,,,121.40,Hi-Vision Sun Pro,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Sensity Colours,MYSELF-1.50,Progressive,1.50,Freeform,grind,65/70/75,,,,,122.40,Mirror,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Phoenix,MYSELF-1.53,Progressive,1.53,Freeform,grind,65/70/75,,,,,97.96,Hi-Vision ViewProtect,blanks 65/70/75
Hoya,Hoyalux iD MySelf Phoenix,MYSELF-1.53,Progressive,1.53,Freeform,grind,65/70/75,,,,,100.96,ViewProtect BlueControl,blanks 65/70/75
Hoya,Hoyalux iD MySelf Phoenix,MYSELF-1.53,Progressive,1.53,Freeform,grind,65/70/75,,,,,102.61,Hi-Vision Meiryo Diamond,blanks 65/70/75
Hoya,Hoyalux iD MySelf Phoenix,MYSELF-1.53,Progressive,1.53,Freeform,grind,65/70/75,,,,,105.11,Diamond Finish UV BlueControl,blanks 65/70/75
Hoya,Hoyalux iD MySelf Phoenix,MYSELF-1.53,Progressive,1.53,Freeform,grind,65/70/75,,,,,107.61,Full Control,blanks 65/70/75
Hoya,Hoyalux iD MySelf Phoenix,MYSELF-1.53,Progressive,1.53,Freeform,grind,65/70/75,,,,,99.61,Hi-Vision Sun Pro,blanks 65/70/75
Hoya,Hoyalux iD MySelf Phoenix,MYSELF-1.53,Progressive,1.53,Freeform,grind,65/70/75,,,,,100.91,Mirror,blanks 65/70/75
Hoya,Hoyalux iD MySelf Phoenix Sensity 2 / Dark / Fast / Shine,MYSELF-1.53,Progressive,1.53,Freeform,grind,65/70/75,,,,,120.76,Hi-Vision ViewProtect,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Phoenix Sensity 2 / Dark / Fast / Shine,MYSELF-1.53,Progressive,1.53,Freeform,grind,65/70/75,,,,,123.76,ViewProtect BlueControl,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Phoenix Sensity 2 / Dark / Fast / Shine,MYSELF-1.53,Progressive,1.53,Freeform,grind,65/70/75,,,,,125.41,Hi-Vision Meiryo Diamond,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Phoenix Sensity 2 / Dark / Fast / Shine,MYSELF-1.53,Progressive,1.53,Freeform,grind,65/70/75,,,,,127.91,Diamond Finish UV BlueControl,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Phoenix Sensity 2 / Dark / Fast / Shine,MYSELF-1.53,Progressive,1.53,Freeform,grind,65/70/75,,,,,130.41,Full Control,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Phoenix Sensity 2 / Dark / Fast / Shine,MYSELF-1.53,Progressive,1.53,Freeform,grind,65/70/75,,,,,122.41,Hi-Vision Sun Pro,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Phoenix Sensity 2 / Dark / Fast / Shine,MYSELF-1.53,Progressive,1.53,Freeform,grind,65/70/75,,,,,123.41,Mirror,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Eyas,MYSELF-1.60,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,125.70,Hi-Vision Meiryo Diamond,blanks 65/70/75/80
Hoya,Hoyalux iD MySelf Eyas,MYSELF-1.60,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,128.20,Diamond Finish UV BlueControl,blanks 65/70/75/80
Hoya,Hoyalux iD MySelf Eyas,MYSELF-1.60,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,128.70,Full Control,blanks 65/70/75/80
Hoya,Hoyalux iD MySelf Eyas,MYSELF-1.60,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,122.70,Hi-Vision Sun Pro,blanks 65/70/75/80
Hoya,Hoyalux iD MySelf Eyas,MYSELF-1.60,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,123.70,Mirror,blanks 65/70/75/80
Hoya,Hoyalux iD MySelf Eyas Sensity 2 / Dark / Fast / Shine,MYSELF-1.60,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,156.37,Hi-Vision Meiryo Diamond,blanks 65/70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Eyas Sensity 2 / Dark / Fast / Shine,MYSELF-1.60,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,158.87,Diamond Finish UV BlueControl,blanks 65/70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Eyas Sensity 2 / Dark / Fast / Shine,MYSELF-1.60,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,161.37,Full Control,blanks 65/70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Eyas Sensity 2 / Dark / Fast / Shine,MYSELF-1.60,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,153.37,Hi-Vision Sun Pro,blanks 65/70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Eyas Sensity 2 / Dark / Fast / Shine,MYSELF-1.60,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,154.37,Mirror,blanks 65/70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Eyas Sensity Colours,MYSELF-1.60,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,158.87,Hi-Vision Sun Pro,blanks 65/70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Eyas Sensity Colours,MYSELF-1.60,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,159.87,Mirror,blanks 65/70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Eynoa,MYSELF-1.67,Progressive,1.67,Freeform,grind,70/75/80,,,,,132.90,Hi-Vision Meiryo Diamond,blanks 70/75/80
Hoya,Hoyalux iD MySelf Eynoa,MYSELF-1.67,Progressive,1.67,Freeform,grind,70/75/80,,,,,135.40,Diamond Finish UV BlueControl,blanks 70/75/80
Hoya,Hoyalux iD MySelf Eynoa,MYSELF-1.67,Progressive,1.67,Freeform,grind,70/75/80,,,,,135.90,Full Control,blanks 70/75/80
Hoya,Hoyalux iD MySelf Eynoa,MYSELF-1.67,Progressive,1.67,Freeform,grind,70/75/80,,,,,129.90,Hi-Vision Sun Pro,blanks 70/75/80
Hoya,Hoyalux iD MySelf Eynoa,MYSELF-1.67,Progressive,1.67,Freeform,grind,70/75/80,,,,,130.90,Mirror,blanks 70/75/80
Hoya,Hoyalux iD MySelf Eynoa Sensity 2 / Dark / Fast / Shine,MYSELF-1.67,Progressive,1.67,Freeform,grind,70/75/80,,,,,170.20,Hi-Vision Meiryo Diamond,blanks 70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Eynoa Sensity 2 / Dark / Fast / Shine,MYSELF-1.67,Progressive,1.67,Freeform,grind,70/75/80,,,,,172.70,Diamond Finish UV BlueControl,blanks 70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Eynoa Sensity 2 / Dark / Fast / Shine,MYSELF-1.67,Progressive,1.67,Freeform,grind,70/75/80,,,,,173.20,Full Control,blanks 70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Eynoa Sensity 2 / Dark / Fast / Shine,MYSELF-1.67,Progressive,1.67,Freeform,grind,70/75/80,,,,,167.20,Hi-Vision Sun Pro,blanks 70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Eynoa Sensity 2 / Dark / Fast / Shine,MYSELF-1.67,Progressive,1.67,Freeform,grind,70/75/80,,,,,168.20,Mirror,blanks 70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Eyvia,MYSELF-1.74,Progressive,1.74,Freeform,grind,65/70/75/80,,,,,146.40,Hi-Vision Meiryo Diamond,blanks 65/70/75/80
Hoya,Hoyalux iD MySelf Eyvia,MYSELF-1.74,Progressive,1.74,Freeform,grind,65/70/75/80,,,,,148.90,Diamond Finish UV BlueControl,blanks 65/70/75/80
Hoya,Hoyalux iD MySelf Eyvia,MYSELF-1.74,Progressive,1.74,Freeform,grind,65/70/75/80,,,,,149.40,Full Control,blanks 65/70/75/80
Hoya,Hoyalux iD MySelf Eyvia,MYSELF-1.74,Progressive,1.74,Freeform,grind,65/70/75/80,,,,,143.40,Hi-Vision Sun Pro,blanks 65/70/75/80
Hoya,Hoyalux iD MySelf Profile,MYP-50-S,Progressive,1.50,Freeform,grind,65/70/75,,,,,65.65,Super Hard,blanks 65/70/75
Hoya,Hoyalux iD MySelf Profile,MYP-50-S,Progressive,1.50,Freeform,grind,65/70/75,,,,,84.30,Hi-Vision ViewProtect,blanks 65/70/75
Hoya,Hoyalux iD MySelf Profile,MYP-50-S,Progressive,1.50,Freeform,grind,65/70/75,,,,,87.30,ViewProtect BlueControl,blanks 65/70/75
Hoya,Hoyalux iD MySelf Profile,MYP-50-S,Progressive,1.50,Freeform,grind,65/70/75,,,,,91.79,Hi-Vision Meiryo Diamond,blanks 65/70/75
Hoya,Hoyalux iD MySelf Profile,MYP-50-S,Progressive,1.50,Freeform,grind,65/70/75,,,,,94.29,Diamond Finish UV BlueControl,blanks 65/70/75
Hoya,Hoyalux iD MySelf Profile,MYP-50-S,Progressive,1.50,Freeform,grind,65/70/75,,,,,94.79,Full Control,blanks 65/70/75
Hoya,Hoyalux iD MySelf Profile,MYP-50-S,Progressive,1.50,Freeform,grind,65/70/75,,,,,88.79,Hi-Vision Sun Pro,blanks 65/70/75
Hoya,Hoyalux iD MySelf Profile,MYP-50-S,Progressive,1.50,Freeform,grind,65/70/75,,,,,89.79,Mirror,blanks 65/70/75
Hoya,Hoyalux iD MySelf Profile Sensity 2 / Dark / Fast / Shine,MYP-50-S,Progressive,1.50,Freeform,grind,65/70/75,,,,,88.65,Super Hard,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Sensity 2 / Dark / Fast / Shine,MYP-50-S,Progressive,1.50,Freeform,grind,65/70/75,,,,,107.30,Hi-Vision ViewProtect,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Sensity 2 / Dark / Fast / Shine,MYP-50-S,Progressive,1.50,Freeform,grind,65/70/75,,,,,110.30,ViewProtect BlueControl,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Sensity 2 / Dark / Fast / Shine,MYP-50-S,Progressive,1.50,Freeform,grind,65/70/75,,,,,114.79,Hi-Vision Meiryo Diamond,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Sensity 2 / Dark / Fast / Shine,MYP-50-S,Progressive,1.50,Freeform,grind,65/70/75,,,,,117.29,Diamond Finish UV BlueControl,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Sensity 2 / Dark / Fast / Shine,MYP-50-S,Progressive,1.50,Freeform,grind,65/70/75,,,,,117.79,Full Control,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Sensity 2 / Dark / Fast / Shine,MYP-50-S,Progressive,1.50,Freeform,grind,65/70/75,,,,,111.79,Hi-Vision Sun Pro,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Sensity 2 / Dark / Fast / Shine,MYP-50-S,Progressive,1.50,Freeform,grind,65/70/75,,,,,112.79,Mirror,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Sensity Colours,MYP-50-S,Progressive,1.50,Freeform,grind,65/70/75,,,,,117.29,Hi-Vision Sun Pro,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Sensity Colours,MYP-50-S,Progressive,1.50,Freeform,grind,65/70/75,,,,,118.29,Mirror,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Phoenix,MYP-53-S,Progressive,1.53,Freeform,grind,65/70/75,,,,,70.81,Super Hard,blanks 65/70/75
Hoya,Hoyalux iD MySelf Profile Phoenix,MYP-53-S,Progressive,1.53,Freeform,grind,65/70/75,,,,,86.66,Hi-Vision ViewProtect,blanks 65/70/75
Hoya,Hoyalux iD MySelf Profile Phoenix,MYP-53-S,Progressive,1.53,Freeform,grind,65/70/75,,,,,89.66,ViewProtect BlueControl,blanks 65/70/75
Hoya,Hoyalux iD MySelf Profile Phoenix,MYP-53-S,Progressive,1.53,Freeform,grind,65/70/75,,,,,91.31,Hi-Vision Meiryo Diamond,blanks 65/70/75
Hoya,Hoyalux iD MySelf Profile Phoenix,MYP-53-S,Progressive,1.53,Freeform,grind,65/70/75,,,,,93.81,Diamond Finish UV BlueControl,blanks 65/70/75
Hoya,Hoyalux iD MySelf Profile Phoenix,MYP-53-S,Progressive,1.53,Freeform,grind,65/70/75,,,,,96.31,Full Control,blanks 65/70/75
Hoya,Hoyalux iD MySelf Profile Phoenix,MYP-53-S,Progressive,1.53,Freeform,grind,65/70/75,,,,,88.31,Hi-Vision Sun Pro,blanks 65/70/75
Hoya,Hoyalux iD MySelf Profile Phoenix,MYP-53-S,Progressive,1.53,Freeform,grind,65/70/75,,,,,89.31,Mirror,blanks 65/70/75
Hoya,Hoyalux iD MySelf Profile Phoenix Sensity 2 / Dark / Fast / Shine,MYP-53-S,Progressive,1.53,Freeform,grind,65/70/75,,,,,94.26,Super Hard,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Phoenix Sensity 2 / Dark / Fast / Shine,MYP-53-S,Progressive,1.53,Freeform,grind,65/70/75,,,,,110.11,Hi-Vision ViewProtect,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Phoenix Sensity 2 / Dark / Fast / Shine,MYP-53-S,Progressive,1.53,Freeform,grind,65/70/75,,,,,113.11,ViewProtect BlueControl,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Phoenix Sensity 2 / Dark / Fast / Shine,MYP-53-S,Progressive,1.53,Freeform,grind,65/70/75,,,,,114.76,Hi-Vision Meiryo Diamond,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Phoenix Sensity 2 / Dark / Fast / Shine,MYP-53-S,Progressive,1.53,Freeform,grind,65/70/75,,,,,117.26,Diamond Finish UV BlueControl,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Phoenix Sensity 2 / Dark / Fast / Shine,MYP-53-S,Progressive,1.53,Freeform,grind,65/70/75,,,,,119.76,Full Control,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Phoenix Sensity 2 / Dark / Fast / Shine,MYP-53-S,Progressive,1.53,Freeform,grind,65/70/75,,,,,111.76,Hi-Vision Sun Pro,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Phoenix Sensity 2 / Dark / Fast / Shine,MYP-53-S,Progressive,1.53,Freeform,grind,65/70/75,,,,,112.76,Mirror,blanks 65/70/75; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Eyas,MYP-60-S,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,115.90,Hi-Vision Meiryo Diamond,blanks 65/70/75/80
Hoya,Hoyalux iD MySelf Profile Eyas,MYP-60-S,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,118.40,Diamond Finish UV BlueControl,blanks 65/70/75/80
Hoya,Hoyalux iD MySelf Profile Eyas,MYP-60-S,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,118.90,Full Control,blanks 65/70/75/80
Hoya,Hoyalux iD MySelf Profile Eyas,MYP-60-S,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,112.90,Hi-Vision Sun Pro,blanks 65/70/75/80
Hoya,Hoyalux iD MySelf Profile Eyas,MYP-60-S,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,113.90,Mirror,blanks 65/70/75/80
Hoya,Hoyalux iD MySelf Profile Eyas Sensity 2 / Dark / Fast / Shine,MYP-60-S,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,145.00,Hi-Vision Meiryo Diamond,blanks 65/70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Eyas Sensity 2 / Dark / Fast / Shine,MYP-60-S,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,147.50,Diamond Finish UV BlueControl,blanks 65/70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Eyas Sensity 2 / Dark / Fast / Shine,MYP-60-S,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,150.00,Full Control,blanks 65/70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Eyas Sensity 2 / Dark / Fast / Shine,MYP-60-S,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,142.00,Hi-Vision Sun Pro,blanks 65/70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Eyas Sensity 2 / Dark / Fast / Shine,MYP-60-S,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,143.00,Mirror,blanks 65/70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Eyas Sensity Colours,MYP-60-S,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,147.50,Hi-Vision Sun Pro,blanks 65/70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Eyas Sensity Colours,MYP-60-S,Progressive,1.60,Freeform,grind,65/70/75/80,,,,,148.50,Mirror,blanks 65/70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Eynoa,MYP-67-S,Progressive,1.67,Freeform,grind,70/75/80,,,,,124.00,Hi-Vision Meiryo Diamond,blanks 70/75/80
Hoya,Hoyalux iD MySelf Profile Eynoa,MYP-67-S,Progressive,1.67,Freeform,grind,70/75/80,,,,,126.50,Diamond Finish UV BlueControl,blanks 70/75/80
Hoya,Hoyalux iD MySelf Profile Eynoa,MYP-67-S,Progressive,1.67,Freeform,grind,70/75/80,,,,,127.00,Full Control,blanks 70/75/80
Hoya,Hoyalux iD MySelf Profile Eynoa,MYP-67-S,Progressive,1.67,Freeform,grind,70/75/80,,,,,121.00,Hi-Vision Sun Pro,blanks 70/75/80
Hoya,Hoyalux iD MySelf Profile Eynoa,MYP-67-S,Progressive,1.67,Freeform,grind,70/75/80,,,,,122.00,Mirror,blanks 70/75/80
Hoya,Hoyalux iD MySelf Profile Eynoa Sensity 2 / Dark / Fast / Shine,MYP-67-S,Progressive,1.67,Freeform,grind,70/75/80,,,,,161.75,Hi-Vision Meiryo Diamond,blanks 70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Eynoa Sensity 2 / Dark / Fast / Shine,MYP-67-S,Progressive,1.67,Freeform,grind,70/75/80,,,,,164.25,Diamond Finish UV BlueControl,blanks 70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Eynoa Sensity 2 / Dark / Fast / Shine,MYP-67-S,Progressive,1.67,Freeform,grind,70/75/80,,,,,164.75,Full Control,blanks 70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Eynoa Sensity 2 / Dark / Fast / Shine,MYP-67-S,Progressive,1.67,Freeform,grind,70/75/80,,,,,158.75,Hi-Vision Sun Pro,blanks 70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Eynoa Sensity 2 / Dark / Fast / Shine,MYP-67-S,Progressive,1.67,Freeform,grind,70/75/80,,,,,159.75,Mirror,blanks 70/75/80; Sensity photochromic
Hoya,Hoyalux iD MySelf Profile Eyvia,MYP-74-S,Progressive,1.74,Freeform,grind,65/70/75/80,,,,,132.10,Hi-Vision Meiryo Diamond,blanks 65/70/75/80
Hoya,Hoyalux iD MySelf Profile Eyvia,MYP-74-S,Progressive,1.74,Freeform,grind,65/70/75/80,,,,,134.60,Diamond Finish UV BlueControl,blanks 65/70/75/80
Hoya,Hoyalux iD MySelf Profile Eyvia,MYP-74-S,Progressive,1.74,Freeform,grind,65/70/75/80,,,,,135.10,Full Control,blanks 65/70/75/80
Hoya,Hoyalux iD MySelf Profile Eyvia,MYP-74-S,Progressive,1.74,Freeform,grind,65/70/75/80,,,,,129.10,Hi-Vision Sun Pro,blanks 65/70/75/80
Hoya,Hoyalux iD LifeStyle 4,LS4I-50-I,Progressive,1.50,Freeform,grind,75,,,,,54.40,Super Hard,blanks 75
Hoya,Hoyalux iD LifeStyle 4,LS4I-50-I,Progressive,1.50,Freeform,grind,75,,,,,70.40,Hi-Vision ViewProtect,blanks 75
Hoya,Hoyalux iD LifeStyle 4,LS4I-50-I,Progressive,1.50,Freeform,grind,75,,,,,73.40,ViewProtect BlueControl,blanks 75
Hoya,Hoyalux iD LifeStyle 4,LS4I-50-I,Progressive,1.50,Freeform,grind,75,,,,,78.20,Hi-Vision Meiryo Diamond,blanks 75
Hoya,Hoyalux iD LifeStyle 4,LS4I-50-I,Progressive,1.50,Freeform,grind,75,,,,,80.70,Diamond Finish UV BlueControl,blanks 75
Hoya,Hoyalux iD LifeStyle 4,LS4I-50-I,Progressive,1.50,Freeform,grind,75,,,,,81.20,Full Control,blanks 75
Hoya,Hoyalux iD LifeStyle 4,LS4I-50-I,Progressive,1.50,Freeform,grind,75,,,,,75.20,Hi-Vision Sun Pro,blanks 75
Hoya,Hoyalux iD LifeStyle 4,LS4I-50-I,Progressive,1.50,Freeform,grind,75,,,,,76.20,Mirror,blanks 75
Hoya,Hoyalux iD LifeStyle 4 Sensity 2 / Dark / Fast / Shine,LS4I-50-I,Progressive,1.50,Freeform,grind,75,,,,,80.90,Super Hard,blanks 75; Sensity photochromic
Hoya,Hoyalux iD LifeStyle 4 Sensity 2 / Dark / Fast / Shine,LS4I-50-I,Progressive,1.50,Freeform,grind,75,,,,,96.90,Hi-Vision ViewProtect,blanks 75; Sensity photochromic
Hoya,Hoyalux iD LifeStyle 4 Sensity 2 / Dark / Fast / Shine,LS4I-50-I,Progressive,1.50,Freeform,grind,75,,,,,99.90,ViewProtect BlueControl,blanks 75; Sensity photochromic
Hoya,Hoyalux iD LifeStyle 4 Sensity 2 / Dark / Fast / Shine,LS4I-50-I,Progressive,1.50,Freeform,grind,75,,,,,104.70,Hi-Vision Meiryo Diamond,blanks 75; Sensity photochromic
Hoya,Hoyalux iD LifeStyle 4 Sensity 2 / Dark / Fast / Shine,LS4I-50-I,Progressive,1.50,Freeform,grind,75,,,,,107.20,Diamond Finish UV BlueControl,blanks 75; Sensity photochromic
Hoya,Hoyalux iD LifeStyle 4 Sensity 2 / Dark / Fast / Shine,LS4I-50-I,Progressive,1.50,Freeform,grind,75,,,,,107.70,Full Control,blanks 75; Sensity photochromic
Hoya,Hoyalux iD LifeStyle 4 Sensity 2 / Dark / Fast / Shine,LS4I-50-I,Progressive,1.50,Freeform,grind,75,,,,,101.70,Hi-Vision Sun Pro,blanks 75; Sensity photochromic
Hoya,Hoyalux iD LifeStyle 4 Sensity 2 / Dark / Fast / Shine,LS4I-50-I,Progressive,1.50,Freeform,grind,75,,,,,102.70,Mirror,blanks 75; Sensity photochromic
Hoya,Hoyalux iD LifeStyle 4 Sensity Colours,LS4I-50-I,Progressive,1.50,Freeform,grind,75,,,,,107.20,Hi-Vision Sun Pro,blanks 75; Sensity photochromic
Hoya,Hoyalux iD LifeStyle 4 Sensity Colours,LS4I-50-I,Progressive,1.50,Freeform,grind,75,,,,,108.20,Mirror,blanks 75; Sensity photochromic
Hoya,Hoyalux iD LifeStyle 4 Polarised [Grey/Brown/G15],LS4I-50GR-I,Progressive,1.50,Freeform,grind,75,,,,,81.30,Super Hard,blanks 75; polarised
Hoya,Hoyalux iD LifeStyle 4 Polarised [Grey/Brown/G15],LS4I-50GR-I,Progressive,1.50,Freeform,grind,75,,,,,98.50,Hi-Vision ViewProtect,blanks 75; polarised
Hoya,Hoyalux iD LifeStyle 4 Polarised [Grey/Brown/G15],LS4I-50GR-I,Progressive,1.50,Freeform,grind,75,,,,,106.30,Hi-Vision Meiryo Diamond,blanks 75; polarised
Hoya,Hoyalux iD LifeStyle 4 Polarised [Grey/Brown/G15],LS4I-50GR-I,Progressive,1.50,Freeform,grind,75,,,,,103.30,Hi-Vision Sun Pro,blanks 75; polarised
Hoya,Hoyalux iD LifeStyle 4 Polarised [Grey/Brown/G15],LS4I-50GR-I,Progressive,1.50,Freeform,grind,75,,,,,104.30,Mirror,blanks 75; polarised
Hoya,Hoyalux iD LifeStyle 4 Phoenix,LS4I-53-I,Progressive,1.53,Freeform,grind,75,,,,,60.70,Super Hard,blanks 75
Hoya,Hoyalux iD LifeStyle 4 Phoenix,LS4I-53-I,Progressive,1.53,Freeform,grind,75,,,,,76.70,Hi-Vision ViewProtect,blanks 75
Hoya,Hoyalux iD LifeStyle 4 Phoenix,LS4I-53-I,Progressive,1.53,Freeform,grind,75,,,,,79.70,ViewProtect BlueControl,blanks 75
Hoya,Hoyalux iD LifeStyle 4 Phoenix,LS4I-53-I,Progressive,1.53,Freeform,grind,75,,,,,84.50,Hi-Vision Meiryo Diamond,blanks 75
Hoya,Hoyalux iD LifeStyle 4 Phoenix,LS4I-53-I,Progressive,1.53,Freeform,grind,75,,,,,87.00,Diamond Finish UV BlueControl,blanks 75
